transaction_id,product,category,region,customer,year,month,quantity,unit_price,revenue,cost,profit,sales
TXN001637,Desktop,Computers,North,Customer_0192,2021,1,50,934.27,46713.62,27168.39,19545.24,46713.62
TXN001673,Laptop,Storage,South,Customer_0395,2021,1,98,766.8,75146.59,46905.76,28240.83,75146.59
TXN001682,Desktop,Storage,North,Customer_0265,2021,1,44,1183.12,52057.2,32371.18,19686.02,52057.2
TXN001701,Scanner,Audio,Central,Customer_0248,2021,1,31,151.27,4689.51,3178.43,1511.08,4689.51
TXN001733,Mouse,Computers,Central,Customer_0137,2021,1,31,29.51,914.72,476.98,437.75,914.72
TXN001761,Speakers,Computers,West,Customer_0078,2021,1,80,127.07,10165.21,6640.4,3524.81,10165.21
TXN001769,Speakers,Storage,West,Customer_0317,2021,1,71,175.46,12457.55,8021.74,4435.8,12457.55
TXN001816,Modem,Electronics,West,Customer_0159,2021,1,50,65.74,3287.13,1708.92,1578.21,3287.13
TXN001839,Printer,Computers,South,Customer_0287,2021,1,37,229.47,8490.56,5702.2,2788.36,8490.56
TXN001843,Smartphone,Networking,West,Customer_0420,2021,1,14,500.35,7004.84,4540.82,2464.02,7004.84
TXN001977,Laptop,Audio,South,Customer_0005,2021,1,90,674.16,60674.51,36355.35,24319.17,60674.51
TXN002059,Webcam,Networking,Central,Customer_0393,2021,1,34,71.29,2423.93,1544.28,879.65,2423.93
TXN002075,Hard Drive,Electronics,East,Customer_0126,2021,1,51,115.53,5892.16,3849.6,2042.56,5892.16
TXN002095,Keyboard,Audio,North,Customer_0288,2021,1,28,46.07,1289.86,856.45,433.42,1289.86
TXN002153,Keyboard,Audio,North,Customer_0091,2021,1,33,46.37,1530.2,905.31,624.89,1530.2
TXN002232,Desktop,Computers,West,Customer_0448,2021,1,61,1047.57,63901.47,41697.75,22203.72,63901.47
TXN002236,Smartphone,Audio,South,Customer_0377,2021,1,58,680.54,39471.5,23292.6,16178.9,39471.5
TXN002318,Router,Accessories,Central,Customer_0302,2021,1,39,91.54,3570.02,2146.01,1424.01,3570.02
TXN002320,Webcam,Audio,East,Customer_0295,2021,1,48,72.7,3489.7,1930.79,1558.91,3489.7
TXN002330,Smartphone,Accessories,Central,Customer_0070,2021,1,3,523.99,1571.96,836.76,735.2,1571.96
TXN002387,Monitor,Accessories,South,Customer_0369,2021,1,98,264.22,25893.65,16023.52,9870.13,25893.65
TXN002456,Smartphone,Accessories,Central,Customer_0365,2021,1,22,513.42,11295.28,5771.4,5523.88,11295.28
TXN002482,Modem,Accessories,West,Customer_0178,2021,1,6,94.12,564.74,357.94,206.8,564.74
TXN002506,Monitor,Electronics,West,Customer_0014,2021,1,50,305.85,15292.37,8982.34,6310.03,15292.37
TXN002546,Desktop,Audio,South,Customer_0125,2021,1,48,1091.99,52415.3,30261.11,22154.2,52415.3
TXN002668,Modem,Networking,North,Customer_0163,2021,1,91,73.69,6705.78,3467.81,3237.96,6705.78
TXN002674,Modem,Electronics,South,Customer_0097,2021,1,96,76.64,7357.88,4822.93,2534.95,7357.88
TXN002675,Hard Drive,Audio,Central,Customer_0162,2021,1,47,140.29,6593.61,4524.7,2068.91,6593.61
TXN002773,Modem,Storage,West,Customer_0223,2021,1,50,67.25,3362.61,2115.97,1246.64,3362.61
TXN002852,Printer,Networking,North,Customer_0308,2021,1,2,212.86,425.72,258.33,167.38,425.72
TXN002878,Router,Computers,North,Customer_0215,2021,1,21,112.61,2364.89,1492.5,872.39,2364.89
TXN002879,Webcam,Computers,North,Customer_0454,2021,1,60,81.54,4892.5,2819.21,2073.29,4892.5
TXN002917,Speakers,Accessories,South,Customer_0273,2021,1,29,124.97,3624.16,2006.44,1617.72,3624.16
TXN002921,Router,Electronics,Central,Customer_0070,2021,1,28,115.53,3234.81,1848.42,1386.39,3234.81
TXN002973,Modem,Storage,South,Customer_0256,2021,1,80,87.16,6972.88,4067.03,2905.86,6972.88
TXN002994,Router,Accessories,South,Customer_0326,2021,1,43,101.02,4343.92,2775.9,1568.02,4343.92
TXN003185,Webcam,Storage,South,Customer_0348,2021,1,5,74.81,374.07,243.38,130.69,374.07
TXN003257,Hard Drive,Audio,South,Customer_0278,2021,1,45,100.08,4503.62,3103.57,1400.04,4503.62
TXN003275,Speakers,Networking,Central,Customer_0198,2021,1,25,141.67,3541.72,2249.2,1292.52,3541.72
TXN003290,Keyboard,Computers,Central,Customer_0221,2021,1,27,52.34,1413.06,832.65,580.42,1413.06
TXN003338,Keyboard,Networking,West,Customer_0365,2021,1,99,54.52,5397.48,2781.75,2615.73,5397.48
TXN003394,Scanner,Computers,East,Customer_0085,2021,1,18,172.93,3112.77,1988.22,1124.55,3112.77
TXN003405,Router,Computers,Central,Customer_0044,2021,1,8,97.34,778.72,477.51,301.21,778.72
TXN003442,Laptop,Electronics,West,Customer_0074,2021,1,38,771.21,29305.88,15922.16,13383.71,29305.88
TXN003449,Hard Drive,Storage,West,Customer_0397,2021,1,40,113.19,4527.42,2564.36,1963.06,4527.42
TXN003458,Laptop,Storage,South,Customer_0098,2021,1,11,899.48,9894.32,5343.0,4551.32,9894.32
TXN003552,Hard Drive,Storage,Central,Customer_0259,2021,1,63,112.96,7116.73,3851.32,3265.41,7116.73
TXN003553,Webcam,Computers,East,Customer_0468,2021,1,40,90.25,3610.16,2216.68,1393.48,3610.16
TXN003571,Modem,Accessories,North,Customer_0443,2021,1,17,94.84,1612.27,979.87,632.41,1612.27
TXN003597,Speakers,Storage,West,Customer_0268,2021,1,11,120.37,1324.07,893.36,430.72,1324.07
TXN003620,Hard Drive,Accessories,Central,Customer_0080,2021,1,84,136.01,11425.23,6728.6,4696.63,11425.23
TXN003723,Headphones,Networking,North,Customer_0042,2021,1,38,116.78,4437.57,2730.19,1707.38,4437.57
TXN003737,Printer,Networking,East,Customer_0094,2021,1,75,229.39,17204.47,10274.22,6930.25,17204.47
TXN003842,Keyboard,Networking,West,Customer_0232,2021,1,79,41.97,3315.99,2099.19,1216.79,3315.99
TXN003908,Headphones,Computers,Central,Customer_0133,2021,1,59,114.38,6748.32,4558.24,2190.07,6748.32
TXN003909,Scanner,Storage,North,Customer_0125,2021,1,6,128.62,771.7,518.36,253.34,771.7
TXN003942,Modem,Networking,East,Customer_0042,2021,1,47,87.2,4098.58,2568.79,1529.78,4098.58
TXN003985,Printer,Accessories,West,Customer_0366,2021,1,73,192.2,14030.53,7300.79,6729.74,14030.53
TXN004027,Mouse,Electronics,East,Customer_0356,2021,1,99,31.91,3159.22,1911.29,1247.93,3159.22
TXN004167,Webcam,Accessories,East,Customer_0394,2021,1,53,81.41,4314.81,2905.38,1409.43,4314.81
TXN004181,Headphones,Computers,South,Customer_0193,2021,1,55,85.2,4686.1,2740.41,1945.69,4686.1
TXN004255,Hard Drive,Storage,East,Customer_0103,2021,1,54,122.85,6633.91,4214.81,2419.1,6633.91
TXN004260,Tablet,Storage,South,Customer_0217,2021,1,44,352.45,15507.93,9231.28,6276.65,15507.93
TXN004262,Printer,Audio,West,Customer_0214,2021,1,71,225.87,16036.44,11180.92,4855.52,16036.44
TXN004270,Modem,Storage,East,Customer_0281,2021,1,79,78.56,6206.33,3440.43,2765.9,6206.33
TXN004374,Hard Drive,Computers,East,Customer_0335,2021,1,31,114.16,3538.9,2080.77,1458.13,3538.9
TXN004395,Printer,Electronics,East,Customer_0080,2021,1,24,175.29,4207.02,2782.55,1424.48,4207.02
TXN004396,Smartphone,Audio,South,Customer_0154,2021,1,43,527.89,22699.08,12144.42,10554.66,22699.08
TXN004496,Scanner,Electronics,East,Customer_0197,2021,1,4,167.28,669.12,406.35,262.77,669.12
TXN004530,Laptop,Storage,West,Customer_0061,2021,1,14,890.14,12461.9,7759.03,4702.87,12461.9
TXN004573,Keyboard,Audio,South,Customer_0351,2021,1,74,55.81,4129.96,2369.64,1760.33,4129.96
TXN004639,Speakers,Networking,North,Customer_0116,2021,1,26,138.05,3589.36,1836.76,1752.61,3589.36
TXN004648,Tablet,Accessories,West,Customer_0150,2021,1,21,396.64,8329.45,5162.73,3166.72,8329.45
TXN004784,Hard Drive,Audio,North,Customer_0486,2021,1,19,110.85,2106.19,1087.34,1018.84,2106.19
TXN004801,Speakers,Computers,South,Customer_0346,2021,1,41,147.72,6056.64,3701.33,2355.32,6056.64
TXN004820,Hard Drive,Electronics,West,Customer_0466,2021,1,74,140.33,10384.17,7027.22,3356.94,10384.17
TXN004874,Mouse,Networking,East,Customer_0318,2021,1,28,25.44,712.29,368.12,344.17,712.29
TXN005007,Mouse,Networking,Central,Customer_0042,2021,1,2,34.79,69.58,45.47,24.11,69.58
TXN005034,Tablet,Storage,East,Customer_0212,2021,1,47,472.75,22219.1,15202.95,7016.15,22219.1
TXN005167,Monitor,Accessories,Central,Customer_0120,2021,1,47,317.71,14932.35,9173.41,5758.94,14932.35
TXN005181,Desktop,Accessories,South,Customer_0379,2021,1,60,899.76,53985.39,37331.59,16653.8,53985.39
TXN005236,Keyboard,Networking,West,Customer_0177,2021,1,53,47.04,2493.1,1645.25,847.85,2493.1
TXN005283,Monitor,Electronics,East,Customer_0218,2021,1,98,255.06,24995.74,14800.93,10194.81,24995.74
TXN005321,Smartphone,Accessories,Central,Customer_0200,2021,1,24,611.1,14666.39,8610.36,6056.03,14666.39
TXN005332,Mouse,Audio,East,Customer_0005,2021,1,82,25.52,2092.49,1055.56,1036.94,2092.49
TXN005367,Speakers,Electronics,East,Customer_0096,2021,1,40,133.12,5324.87,2876.09,2448.78,5324.87
TXN005393,Mouse,Electronics,North,Customer_0015,2021,1,34,31.07,1056.24,571.17,485.07,1056.24
TXN005411,Modem,Audio,West,Customer_0493,2021,1,35,68.68,2403.87,1400.61,1003.27,2403.87
TXN005507,Mouse,Networking,East,Customer_0135,2021,1,19,28.37,538.94,291.58,247.36,538.94
TXN005529,Headphones,Networking,East,Customer_0151,2021,1,83,95.95,7963.66,5214.34,2749.32,7963.66
TXN005560,Speakers,Electronics,South,Customer_0165,2021,1,2,174.62,349.24,179.13,170.12,349.24
TXN005574,Router,Audio,East,Customer_0006,2021,1,97,119.54,11594.97,7200.15,4394.82,11594.97
TXN005704,Keyboard,Electronics,South,Customer_0374,2021,1,2,54.64,109.28,64.51,44.77,109.28
TXN005744,Laptop,Audio,South,Customer_0269,2021,1,79,931.81,73612.64,36951.88,36660.76,73612.64
TXN005785,Smartphone,Computers,South,Customer_0319,2021,1,58,648.21,37596.26,22807.02,14789.24,37596.26
TXN005915,Hard Drive,Accessories,South,Customer_0046,2021,1,36,120.03,4321.15,2323.98,1997.17,4321.15
TXN005935,Scanner,Storage,East,Customer_0116,2021,1,51,120.02,6121.18,3273.13,2848.05,6121.18
TXN006086,Router,Audio,Central,Customer_0224,2021,1,14,115.62,1618.64,885.89,732.75,1618.64
TXN006099,Hard Drive,Accessories,East,Customer_0129,2021,1,28,115.83,3243.18,2014.92,1228.26,3243.18
TXN006161,Tablet,Computers,South,Customer_0304,2021,1,74,335.01,24790.46,13505.2,11285.25,24790.46
TXN006194,Smartphone,Accessories,West,Customer_0111,2021,1,4,628.18,2512.71,1364.3,1148.41,2512.71
TXN006230,Router,Storage,North,Customer_0034,2021,1,84,90.77,7624.94,5267.25,2357.69,7624.94
TXN006252,Tablet,Storage,Central,Customer_0465,2021,1,64,434.2,27788.97,14661.08,13127.89,27788.97
TXN006254,Desktop,Storage,South,Customer_0489,2021,1,90,981.02,88291.67,49346.4,38945.27,88291.67
TXN006289,Monitor,Audio,West,Customer_0070,2021,1,65,356.44,23168.66,11954.77,11213.89,23168.66
TXN006349,Router,Accessories,West,Customer_0348,2021,1,53,107.87,5716.85,3276.71,2440.14,5716.85
TXN006357,Printer,Audio,Central,Customer_0195,2021,1,28,175.1,4902.71,2452.17,2450.55,4902.71
TXN006387,Scanner,Audio,South,Customer_0141,2021,1,19,148.36,2818.8,1861.45,957.35,2818.8
TXN006491,Router,Storage,North,Customer_0197,2021,1,72,119.64,8614.18,5521.31,3092.87,8614.18
TXN006644,Mouse,Storage,Central,Customer_0242,2021,1,96,24.51,2353.08,1541.53,811.55,2353.08
TXN006649,Keyboard,Electronics,West,Customer_0399,2021,1,30,57.61,1728.16,1138.18,589.98,1728.16
TXN006678,Laptop,Networking,South,Customer_0338,2021,1,40,760.67,30426.63,19496.3,10930.33,30426.63
TXN006718,Hard Drive,Audio,West,Customer_0024,2021,1,37,134.24,4966.96,3013.05,1953.91,4966.96
TXN006744,Hard Drive,Accessories,South,Customer_0036,2021,1,15,110.55,1658.2,942.32,715.88,1658.2
TXN006758,Webcam,Accessories,West,Customer_0131,2021,1,60,86.54,5192.23,2676.56,2515.67,5192.23
TXN006808,Speakers,Networking,South,Customer_0447,2021,1,66,129.55,8550.41,4707.94,3842.48,8550.41
TXN006821,Laptop,Computers,East,Customer_0051,2021,1,82,950.43,77935.5,51985.7,25949.8,77935.5
TXN006845,Webcam,Networking,West,Customer_0177,2021,1,5,85.91,429.55,227.5,202.06,429.55
TXN006975,Scanner,Audio,West,Customer_0280,2021,1,43,154.58,6646.86,4475.95,2170.91,6646.86
TXN007103,Scanner,Computers,Central,Customer_0432,2021,1,99,161.77,16015.46,9664.66,6350.8,16015.46
TXN007161,Smartphone,Computers,North,Customer_0447,2021,1,92,613.84,56472.87,32799.57,23673.29,56472.87
TXN007176,Mouse,Audio,Central,Customer_0130,2021,1,25,28.85,721.31,451.97,269.34,721.31
TXN007350,Keyboard,Networking,South,Customer_0060,2021,1,92,57.35,5275.96,2997.93,2278.04,5275.96
TXN007388,Scanner,Electronics,Central,Customer_0303,2021,1,46,122.29,5625.41,3278.91,2346.5,5625.41
TXN007474,Desktop,Storage,South,Customer_0130,2021,1,53,827.69,43867.31,22101.66,21765.65,43867.31
TXN007594,Monitor,Accessories,North,Customer_0048,2021,1,27,243.26,6567.93,4481.41,2086.52,6567.93
TXN007604,Laptop,Accessories,North,Customer_0064,2021,1,17,891.52,15155.88,8048.7,7107.18,15155.88
TXN007613,Printer,Accessories,East,Customer_0114,2021,1,31,198.93,6166.73,4225.81,1940.92,6166.73
TXN007618,Monitor,Accessories,East,Customer_0066,2021,1,49,276.11,13529.25,8974.34,4554.91,13529.25
TXN007667,Keyboard,Computers,South,Customer_0380,2021,1,59,57.4,3386.39,1750.85,1635.54,3386.39
TXN007701,Router,Electronics,North,Customer_0264,2021,1,49,87.63,4293.81,2727.03,1566.78,4293.81
TXN007720,Webcam,Storage,North,Customer_0328,2021,1,62,73.3,4544.53,2468.74,2075.79,4544.53
TXN007751,Webcam,Electronics,South,Customer_0102,2021,1,93,94.52,8790.38,5543.9,3246.48,8790.38
TXN007753,Monitor,Computers,North,Customer_0158,2021,1,57,301.76,17200.45,9312.99,7887.46,17200.45
TXN007891,Modem,Storage,Central,Customer_0423,2021,1,38,71.01,2698.31,1467.18,1231.12,2698.31
TXN007896,Desktop,Networking,East,Customer_0488,2021,1,66,812.45,53621.81,28214.79,25407.02,53621.81
TXN007912,Tablet,Audio,South,Customer_0163,2021,1,32,359.03,11489.0,6499.26,4989.74,11489.0
TXN007942,Router,Accessories,West,Customer_0204,2021,1,60,116.35,6981.2,4794.77,2186.43,6981.2
TXN007947,Hard Drive,Computers,South,Customer_0495,2021,1,36,98.25,3537.08,2167.3,1369.78,3537.08
TXN007964,Printer,Networking,East,Customer_0251,2021,1,50,189.6,9479.88,5349.49,4130.38,9479.88
TXN008006,Webcam,Storage,South,Customer_0487,2021,1,90,68.85,6196.12,4081.94,2114.18,6196.12
TXN008070,Hard Drive,Audio,North,Customer_0408,2021,1,47,129.08,6066.74,3550.32,2516.42,6066.74
TXN008076,Desktop,Computers,Central,Customer_0341,2021,1,89,1133.91,100917.87,55669.04,45248.83,100917.87
TXN008117,Hard Drive,Computers,South,Customer_0169,2021,1,60,117.81,7068.34,4876.54,2191.8,7068.34
TXN008134,Printer,Audio,West,Customer_0247,2021,1,73,231.77,16918.88,10172.25,6746.63,16918.88
TXN008166,Desktop,Networking,North,Customer_0492,2021,1,17,1062.66,18065.16,11699.08,6366.07,18065.16
TXN008258,Desktop,Storage,South,Customer_0009,2021,1,95,987.47,93809.3,47584.08,46225.22,93809.3
TXN008272,Monitor,Audio,North,Customer_0235,2021,1,3,281.26,843.79,424.32,419.47,843.79
TXN008389,Laptop,Storage,North,Customer_0072,2021,1,96,658.43,63208.87,36012.81,27196.06,63208.87
TXN008397,Printer,Audio,West,Customer_0078,2021,1,83,172.26,14297.47,7579.61,6717.86,14297.47
TXN008440,Keyboard,Networking,West,Customer_0089,2021,1,37,45.56,1685.58,987.8,697.78,1685.58
TXN008469,Printer,Electronics,North,Customer_0127,2021,1,15,192.91,2893.68,1500.71,1392.98,2893.68
TXN008475,Monitor,Networking,South,Customer_0061,2021,1,65,287.89,18712.78,11441.02,7271.77,18712.78
TXN008553,Webcam,Storage,Central,Customer_0440,2021,1,23,84.27,1938.12,1281.07,657.05,1938.12
TXN008626,Hard Drive,Storage,South,Customer_0333,2021,1,92,135.57,12472.69,7645.39,4827.3,12472.69
TXN008704,Printer,Storage,Central,Customer_0298,2021,1,3,176.74,530.22,313.69,216.53,530.22
TXN008779,Printer,Electronics,Central,Customer_0329,2021,1,20,191.57,3831.31,2157.09,1674.22,3831.31
TXN008852,Desktop,Accessories,South,Customer_0136,2021,1,32,1089.89,34876.63,19305.2,15571.43,34876.63
TXN008867,Tablet,Audio,South,Customer_0027,2021,1,98,460.97,45175.22,29865.64,15309.58,45175.22
TXN008885,Speakers,Computers,North,Customer_0265,2021,1,75,161.61,12121.01,8400.72,3720.29,12121.01
TXN008919,Scanner,Networking,West,Customer_0313,2021,1,64,128.99,8255.55,4687.6,3567.95,8255.55
TXN008957,Mouse,Accessories,Central,Customer_0442,2021,1,17,27.56,468.59,283.31,185.28,468.59
TXN008994,Speakers,Accessories,South,Customer_0012,2021,1,45,136.03,6121.35,4282.55,1838.8,6121.35
TXN009096,Desktop,Networking,North,Customer_0496,2021,1,90,980.68,88260.94,47792.76,40468.18,88260.94
TXN009111,Headphones,Electronics,North,Customer_0363,2021,1,41,84.76,3475.24,1865.14,1610.1,3475.24
TXN009143,Hard Drive,Storage,West,Customer_0306,2021,1,2,133.27,266.54,183.85,82.69,266.54
TXN009147,Smartphone,Audio,South,Customer_0439,2021,1,16,483.93,7742.89,4556.14,3186.75,7742.89
TXN009286,Mouse,Networking,North,Customer_0268,2021,1,36,30.11,1084.06,591.04,493.02,1084.06
TXN009302,Tablet,Networking,South,Customer_0123,2021,1,66,351.34,23188.5,11782.66,11405.84,23188.5
TXN009524,Scanner,Accessories,West,Customer_0016,2021,1,95,161.92,15382.64,8353.63,7029.01,15382.64
TXN009567,Desktop,Storage,North,Customer_0267,2021,1,38,937.28,35616.63,22962.12,12654.51,35616.63
TXN009808,Mouse,Storage,East,Customer_0431,2021,1,62,31.67,1963.79,1355.41,608.38,1963.79
TXN009835,Smartphone,Networking,North,Customer_0001,2021,1,96,598.98,57501.73,35896.66,21605.06,57501.73
TXN009839,Modem,Accessories,Central,Customer_0403,2021,1,7,83.66,585.62,394.73,190.89,585.62
TXN009951,Modem,Computers,West,Customer_0427,2021,1,98,81.62,7998.81,4167.25,3831.55,7998.81
TXN009972,Scanner,Audio,South,Customer_0256,2021,1,11,164.6,1810.6,1134.34,676.26,1810.6
TXN000109,Headphones,Storage,West,Customer_0326,2021,2,16,80.83,1293.3,725.19,568.12,1293.3
TXN000119,Printer,Storage,Central,Customer_0411,2021,2,6,172.05,1032.31,686.18,346.13,1032.31
TXN000126,Printer,Audio,Central,Customer_0382,2021,2,57,172.66,9841.42,5746.94,4094.47,9841.42
TXN000128,Router,Electronics,East,Customer_0462,2021,2,84,117.97,9909.44,6099.21,3810.23,9909.44
TXN000130,Smartphone,Electronics,South,Customer_0251,2021,2,61,642.82,39212.17,27340.19,11871.98,39212.17
TXN000187,Keyboard,Audio,West,Customer_0020,2021,2,100,55.2,5519.88,3457.43,2062.46,5519.88
TXN000194,Scanner,Electronics,West,Customer_0456,2021,2,52,155.76,8099.53,4695.9,3403.63,8099.53
TXN000285,Scanner,Networking,Central,Customer_0036,2021,2,86,158.31,13615.07,8228.78,5386.29,13615.07
TXN000377,Keyboard,Accessories,North,Customer_0033,2021,2,44,53.59,2357.97,1563.49,794.49,2357.97
TXN000397,Router,Electronics,South,Customer_0296,2021,2,81,101.79,8244.66,4608.04,3636.62,8244.66
TXN000469,Headphones,Networking,East,Customer_0128,2021,2,63,119.29,7515.19,4479.55,3035.63,7515.19
TXN000470,Desktop,Audio,Central,Customer_0292,2021,2,51,1121.05,57173.39,38957.93,18215.45,57173.39
TXN000485,Modem,Storage,West,Customer_0370,2021,2,90,70.66,6359.01,3289.59,3069.42,6359.01
TXN000502,Speakers,Electronics,South,Customer_0401,2021,2,11,154.83,1703.18,933.71,769.47,1703.18
TXN000576,Mouse,Electronics,North,Customer_0412,2021,2,68,35.65,2424.52,1617.43,807.08,2424.52
TXN000633,Mouse,Networking,Central,Customer_0148,2021,2,10,28.1,280.99,188.43,92.56,280.99
TXN000654,Tablet,Accessories,North,Customer_0496,2021,2,32,376.79,12057.22,6808.39,5248.83,12057.22
TXN000726,Scanner,Audio,Central,Customer_0316,2021,2,39,178.86,6975.46,4280.73,2694.73,6975.46
TXN000802,Mouse,Storage,West,Customer_0020,2021,2,44,31.09,1367.74,782.74,585.0,1367.74
TXN000898,Monitor,Accessories,West,Customer_0289,2021,2,83,263.87,21901.11,12332.82,9568.29,21901.11
TXN000928,Tablet,Electronics,North,Customer_0304,2021,2,77,383.37,29519.65,16078.68,13440.97,29519.65
TXN000966,Laptop,Computers,South,Customer_0413,2021,2,98,850.02,83301.96,55065.94,28236.02,83301.96
TXN000987,Scanner,Storage,South,Customer_0325,2021,2,72,141.47,10185.96,6147.56,4038.4,10185.96
TXN000994,Laptop,Audio,East,Customer_0422,2021,2,43,898.86,38651.08,26123.86,12527.22,38651.08
TXN001245,Tablet,Audio,South,Customer_0195,2021,2,54,416.28,22479.11,13407.68,9071.43,22479.11
TXN001272,Smartphone,Storage,East,Customer_0119,2021,2,91,528.19,48065.22,32325.87,15739.35,48065.22
TXN001392,Printer,Electronics,West,Customer_0150,2021,2,99,178.12,17633.48,11302.64,6330.84,17633.48
TXN001451,Webcam,Electronics,South,Customer_0355,2021,2,100,94.77,9477.33,6038.03,3439.3,9477.33
TXN001646,Headphones,Audio,Central,Customer_0022,2021,2,39,114.91,4481.67,2812.42,1669.25,4481.67
TXN001683,Router,Audio,South,Customer_0474,2021,2,70,80.9,5663.24,3372.63,2290.6,5663.24
TXN001695,Webcam,Audio,North,Customer_0331,2021,2,53,80.81,4283.05,2823.37,1459.68,4283.05
TXN001715,Laptop,Computers,South,Customer_0337,2021,2,6,883.97,5303.8,3685.4,1618.41,5303.8
TXN001746,Mouse,Storage,East,Customer_0066,2021,2,33,28.24,931.89,503.56,428.33,931.89
TXN001829,Desktop,Electronics,South,Customer_0490,2021,2,59,1038.13,61249.56,32338.61,28910.94,61249.56
TXN001853,Hard Drive,Networking,Central,Customer_0210,2021,2,38,122.17,4642.37,2887.53,1754.85,4642.37
TXN001859,Router,Accessories,West,Customer_0332,2021,2,17,87.15,1481.62,969.55,512.07,1481.62
TXN001891,Mouse,Computers,South,Customer_0414,2021,2,43,29.62,1273.6,867.8,405.8,1273.6
TXN001903,Modem,Audio,South,Customer_0211,2021,2,54,71.6,3866.3,2016.34,1849.96,3866.3
TXN002017,Keyboard,Audio,Central,Customer_0312,2021,2,78,51.33,4003.67,2291.55,1712.12,4003.67
TXN002054,Desktop,Networking,Central,Customer_0431,2021,2,85,1117.22,94963.55,56471.98,38491.58,94963.55
TXN002135,Scanner,Storage,North,Customer_0153,2021,2,28,121.17,3392.74,1761.36,1631.37,3392.74
TXN002288,Scanner,Accessories,South,Customer_0226,2021,2,88,179.0,15751.86,9609.7,6142.16,15751.86
TXN002331,Smartphone,Accessories,West,Customer_0443,2021,2,1,625.71,625.71,407.17,218.54,625.71
TXN002442,Scanner,Audio,South,Customer_0030,2021,2,90,120.75,10867.52,6643.12,4224.4,10867.52
TXN002452,Laptop,Storage,North,Customer_0331,2021,2,34,866.34,29455.7,15559.8,13895.9,29455.7
TXN002527,Scanner,Electronics,South,Customer_0051,2021,2,63,173.03,10900.65,7342.56,3558.09,10900.65
TXN002542,Tablet,Computers,Central,Customer_0183,2021,2,52,379.22,19719.44,11502.37,8217.07,19719.44
TXN002601,Smartphone,Audio,West,Customer_0211,2021,2,81,666.58,53992.89,35375.79,18617.1,53992.89
TXN002604,Speakers,Audio,South,Customer_0409,2021,2,11,158.97,1748.63,974.66,773.97,1748.63
TXN002611,Webcam,Electronics,North,Customer_0476,2021,2,17,77.15,1311.52,658.74,652.79,1311.52
TXN002714,Monitor,Audio,South,Customer_0277,2021,2,20,308.6,6171.94,3500.9,2671.04,6171.94
TXN002763,Mouse,Audio,South,Customer_0137,2021,2,55,29.9,1644.45,949.15,695.29,1644.45
TXN002769,Laptop,Electronics,East,Customer_0452,2021,2,25,762.2,19055.04,12291.26,6763.78,19055.04
